Frequency (Hz)	Level (dB)
4774.987793	-88.423973
4780.371094	-88.531326
4785.754395	-88.507019
4791.137695	-88.559097
4796.520996	-88.548401
4801.904297	-88.598030
4807.287598	-88.644623
4812.670898	-88.638893
4818.054199	-88.673462
4823.437500	-88.704857
4828.820801	-88.761391
4834.204102	-88.741646
4839.587402	-88.730522
4844.970703	-88.865211
4850.354004	-88.825577
4855.737305	-88.868279
4861.120605	-88.851936
4866.503906	-88.931633
4871.887207	-88.947746
4877.270508	-88.925713
4882.653809	-89.021309
4888.037109	-88.976433
4893.420410	-89.043602
4898.803711	-89.080643
4904.187012	-89.045677
4909.570313	-89.099846
4914.953613	-89.175568
4920.336914	-89.120895
4925.720215	-89.210716
4931.103516	-89.202126
4936.486816	-89.213799
4941.870117	-89.265739
4947.253418	-89.264137
4952.636719	-89.301575
4958.020020	-89.377296
4963.403320	-89.289543
4968.786621	-89.374428
4974.169922	-89.405945
4979.553223	-89.409264
4984.936523	-89.439247
4990.319824	-89.490440
4995.703125	-89.468269
5001.086426	-89.497757
5006.469727	-89.491219
5011.853027	-89.559319
5017.236328	-89.628922
5022.619629	-89.572792
5028.002930	-89.581963
5033.386230	-89.714569
5038.769531	-89.601395
5044.152832	-89.725220
5049.536133	-89.668938
5054.919434	-89.747269
5060.302734	-89.779877
5065.686035	-89.735168
5071.069336	-89.828346
5076.452637	-89.812660
5081.835938	-89.822723
5087.219238	-89.872856
5092.602539	-89.934097
5097.985840	-89.803284
5103.369141	-89.983261
5108.752441	-89.946243
5114.135742	-89.966751
5119.519043	-89.956703
5124.902344	-90.032570
5130.285645	-89.987984
5135.668945	-90.043060
5141.052246	-90.104706
5146.435547	-90.113556
5151.818848	-90.062004
5157.202148	-90.145065
5162.585449	-90.171867
5167.968750	-90.155579
5173.352051	-90.234383
5178.735352	-90.215363
5184.118652	-90.186920
5189.501953	-90.267799
5194.885254	-90.275734
5200.268555	-90.323006
5205.651855	-90.245621
5211.035156	-90.364265
5216.418457	-90.350548
5221.801758	-90.414192
5227.185059	-90.309998
5232.568359	-90.476212
5237.951660	-90.317940
5243.334961	-90.556221
5248.718262	-90.437782
5254.101563	-90.506691
5259.484863	-90.535942
5264.868164	-90.540192
5270.251465	-90.475517
5275.634766	-90.555405
5281.018066	-90.679932
5286.401367	-90.600159
5291.784668	-90.573853
5297.167969	-90.606300
5302.551270	-90.706116
5307.934570	-90.649857
5313.317871	-90.702446
5318.701172	-90.779655
5324.084473	-90.692383
5329.467773	-90.720879
5334.851074	-90.758743
5340.234375	-90.885086
5345.617676	-90.728409
5351.000977	-90.879066
5356.384277	-90.761406
5361.767578	-90.937157
5367.150879	-90.968491
5372.534180	-90.716370
5377.917480	-91.009987
5383.300781	-90.890472
5388.684082	-90.960449
5394.067383	-90.980774
5399.450684	-90.994774
5404.833984	-90.986031
5410.217285	-91.042496
5415.600586	-91.058205
5420.983887	-90.997673
5426.367188	-91.066093
5431.750488	-91.136787
5437.133789	-91.071556
5442.517090	-91.137627
5447.900391	-91.219948
5453.283691	-91.119324
5458.666992	-91.139114
5464.050293	-91.271088
5469.433594	-91.226646
5474.816895	-91.156303
5480.200195	-91.252121
5485.583496	-91.270866
5490.966797	-91.292931
5496.350098	-91.258026
5501.733398	-91.358353
5507.116699	-91.331192
5512.500000	-91.343834
5517.883301	-91.389778
5523.266602	-91.419785
5528.649902	-91.360466
5534.033203	-91.347702
5539.416504	-91.594154
5544.799805	-91.397881
5550.183105	-91.407959
5555.566406	-91.469849
5560.949707	-91.497871
5566.333008	-91.503754
5571.716309	-91.474579
5577.099609	-91.625763
5582.482910	-91.545624
5587.866211	-91.622948
5593.249512	-91.535019
5598.632813	-91.641335
5604.016113	-91.579948
5609.399414	-91.695412
5614.782715	-91.647202
5620.166016	-91.670898
5625.549316	-91.716553
5630.932617	-91.744728
5636.315918	-91.556534
