Frequency (Hz)	Level (dB)
3439.929199	-44.271763
3445.312500	-47.199722
3450.695801	-44.806267
3456.079102	-41.331547
3461.462402	-40.943825
3466.845703	-45.402683
3472.229004	-37.052799
3477.612305	-34.567314
3482.995605	-37.588455
3488.378906	-43.772549
3493.762207	-44.272285
3499.145508	-38.203278
3504.528809	-35.010822
3509.912109	-36.317314
3515.295410	-39.726776
3520.678711	-39.637543
3526.062012	-37.004883
3531.445313	-38.169285
3536.828613	-42.549900
3542.211914	-37.914703
3547.595215	-31.105190
3552.978516	-28.287243
3558.361816	-28.227924
3563.745117	-31.104259
3569.128418	-37.508785
3574.511719	-49.169449
3579.895020	-37.477966
3585.278320	-36.191002
3590.661621	-37.726543
3596.044922	-38.034145
3601.428223	-36.710770
3606.811523	-36.614162
3612.194824	-34.963287
3617.578125	-36.775948
3622.961426	-37.253754
3628.344727	-40.149506
3633.728027	-37.510101
3639.111328	-32.551964
3644.494629	-32.525280
3649.877930	-34.288212
3655.261230	-33.503448
3660.644531	-33.719776
3666.027832	-35.923710
3671.411133	-36.420834
3676.794434	-37.910534
3682.177734	-40.219166
3687.561035	-39.639339
3692.944336	-40.662521
3698.327637	-43.753593
3703.710938	-40.919243
3709.094238	-40.391968
3714.477539	-39.445839
3719.860840	-37.799515
3725.244141	-34.330006
3730.627441	-31.990738
3736.010742	-32.060215
3741.394043	-34.727524
3746.777344	-40.799206
3752.160645	-42.150803
3757.543945	-38.617126
3762.927246	-39.452026
3768.310547	-41.643894
3773.693848	-42.506054
3779.077148	-43.404991
3784.460449	-45.916607
3789.843750	-47.441288
3795.227051	-46.026901
3800.610352	-43.256836
3805.993652	-43.300961
3811.376953	-46.209255
3816.760254	-48.823051
3822.143555	-45.666355
3827.526855	-46.163734
3832.910156	-49.170055
3838.293457	-49.984589
3843.676758	-51.324162
3849.060059	-55.123592
3854.443359	-59.433788
3859.826660	-62.213619
3865.209961	-65.115059
3870.593262	-65.347046
3875.976563	-66.870331
3881.359863	-65.181885
3886.743164	-67.961655
3892.126465	-75.982567
3897.509766	-88.425072
3902.893066	-78.050545
3908.276367	-76.231392
3913.659668	-78.703377
3919.042969	-83.988785
3924.426270	-91.968979
3929.809570	-103.684433
3935.192871	-106.601151
3940.576172	-108.916183
3945.959473	-114.681488
3951.342773	-123.571617
3956.726074	-129.694061
3962.109375	-139.360657
3967.492676	-139.020294
3972.875977	-143.679321
3978.259277	-138.733521
3983.642578	-143.993042
3989.025879	-143.505890
3994.409180	-142.697891
3999.792480	-145.989471
4005.175781	-143.953568
4010.559082	-146.312653
4015.942383	-142.399551
4021.325684	-146.447189
4026.708984	-146.098862
4032.092285	-145.978500
4037.475586	-149.223969
4042.858887	-145.283585
4048.242188	-149.507965
4053.625488	-147.447495
4059.008789	-150.908752
4064.392090	-146.940506
4069.775391	-146.480362
4075.158691	-145.846039
4080.541992	-150.270981
4085.925293	-147.251160
4091.308594	-151.065689
4096.691895	-148.320938
4102.075195	-153.430389
4107.458496	-146.617661
4112.841797	-151.535553
4118.225098	-151.224182
4123.608398	-146.839691
4128.991699	-155.416626
4134.375000	-149.945816
4139.758301	-152.856476
4145.141602	-154.227798
4150.524902	-150.248489
4155.908203	-152.639236
4161.291504	-151.374725
4166.674805	-154.919662
4172.058105	-152.437653
4177.441406	-150.788101
4182.824707	-148.779480
4188.208008	-147.471191
4193.591309	-149.402374
4198.974609	-149.897461
4204.357910	-152.791901
4209.741211	-149.066223
4215.124512	-150.115326
4220.507813	-150.128922
4225.891113	-149.608521
4231.274414	-147.278549
4236.657715	-148.676254
4242.041016	-148.195038
4247.424316	-149.801910
4252.807617	-148.849167
4258.190918	-148.013351
4263.574219	-146.116638
4268.957520	-150.065903
4274.340820	-150.885025
4279.724121	-148.978195
4285.107422	-152.572281
4290.490723	-152.200089
4295.874023	-144.462433
4301.257324	-145.347290
4306.640625	-149.680420
4312.023926	-156.992554
4317.407227	-151.248825
4322.790527	-152.810959
4328.173828	-151.650742
4333.557129	-150.638718
4338.940430	-152.190735
4344.323730	-150.897049
4349.707031	-152.029709
4355.090332	-149.832809
4360.473633	-149.530609
4365.856934	-151.481110
4371.240234	-148.811539
4376.623535	-150.501740
4382.006836	-148.485138
4387.390137	-148.647552
4392.773438	-148.893158
4398.156738	-150.506073
4403.540039	-153.262054
4408.923340	-151.390503
4414.306641	-149.212234
4419.689941	-149.471619
4425.073242	-148.694748
4430.456543	-148.271347
4435.839844	-146.539703
4441.223145	-147.512589
4446.606445	-148.710876
4451.989746	-149.812714
4457.373047	-149.283829
4462.756348	-153.730621
4468.139648	-150.121216
4473.522949	-149.591827
4478.906250	-148.848633
4484.289551	-149.144669
4489.672852	-152.289734
4495.056152	-151.994110
4500.439453	-153.131226
4505.822754	-153.008591
4511.206055	-151.524338
4516.589355	-150.059433
4521.972656	-147.415039
4527.355957	-149.288071
4532.739258	-148.800430
4538.122559	-147.331589
4543.505859	-146.266403
4548.889160	-149.732498
4554.272461	-150.461914
4559.655762	-148.047958
4565.039063	-149.995697
4570.422363	-151.295639
4575.805664	-148.677658
4581.188965	-146.507141
4586.572266	-149.855087
4591.955566	-152.897354
4597.338867	-150.815475
4602.722168	-149.164917
4608.105469	-149.458145
4613.488770	-149.163940
4618.872070	-148.560944
4624.255371	-149.927750
4629.638672	-150.283585
4635.021973	-150.824738
4640.405273	-149.546875
4645.788574	-148.075516
4651.171875	-148.543716
4656.555176	-149.032898
4661.938477	-152.967636
4667.321777	-152.383118
4672.705078	-150.218719
4678.088379	-151.447113
4683.471680	-150.179337
4688.854980	-147.116623
4694.238281	-149.623352
4699.621582	-151.180695
4705.004883	-150.311127
4710.388184	-151.204605
4715.771484	-147.849304
4721.154785	-149.913864
4726.538086	-149.732712
4731.921387	-149.523514
4737.304688	-149.589066
4742.687988	-148.643433
4748.071289	-149.647049
4753.454590	-153.327759
4758.837891	-152.884033
4764.221191	-150.368073
4769.604492	-151.462372
4774.987793	-150.117981
4780.371094	-149.090927
4785.754395	-151.766190
4791.137695	-150.479507
4796.520996	-149.458344
4801.904297	-150.563599
4807.287598	-152.603348
4812.670898	-150.207764
4818.054199	-147.745361
4823.437500	-146.513382
4828.820801	-147.799240
4834.204102	-148.836792
4839.587402	-147.045807
4844.970703	-146.593185
4850.354004	-149.302414
4855.737305	-148.734848
4861.120605	-149.827103
4866.503906	-151.560181
4871.887207	-153.521790
4877.270508	-152.670151
4882.653809	-153.454285
4888.037109	-152.714355
4893.420410	-152.171463
4898.803711	-151.102982
4904.187012	-149.331406
4909.570313	-148.654984
4914.953613	-148.768936
4920.336914	-153.470383
4925.720215	-152.359100
4931.103516	-151.375107
4936.486816	-155.072952
4941.870117	-153.690140
4947.253418	-149.968628
4952.636719	-150.408417
4958.020020	-149.373032
4963.403320	-149.572342
4968.786621	-150.254669
4974.169922	-154.136536
4979.553223	-155.040298
4984.936523	-156.187378
4990.319824	-151.812134
4995.703125	-152.001144
5001.086426	-150.564133
5006.469727	-149.531158
5011.853027	-149.367233
5017.236328	-148.339127
5022.619629	-148.105591
5028.002930	-149.501541
5033.386230	-151.567856
5038.769531	-151.909622
5044.152832	-148.906784
5049.536133	-148.708908
5054.919434	-151.574310
5060.302734	-152.479309
5065.686035	-150.468231
5071.069336	-150.251724
5076.452637	-153.271515
5081.835938	-161.435715
5087.219238	-154.918427
5092.602539	-150.607758
5097.985840	-149.664368
5103.369141	-150.033279
5108.752441	-152.930862
5114.135742	-155.803970
5119.519043	-156.508636
5124.902344	-155.324661
5130.285645	-151.275208
5135.668945	-152.234711
5141.052246	-153.717987
5146.435547	-152.476120
5151.818848	-152.773148
5157.202148	-155.261475
5162.585449	-151.927399
5167.968750	-150.161652
5173.352051	-152.981674
5178.735352	-151.544296
5184.118652	-151.498779
5189.501953	-159.543304
5194.885254	-155.676453
5200.268555	-153.228821
5205.651855	-150.411209
5211.035156	-150.836060
5216.418457	-151.550735
5221.801758	-151.904083
5227.185059	-151.596863
5232.568359	-153.175613
5237.951660	-150.011139
5243.334961	-150.482712
5248.718262	-156.258514
5254.101563	-159.195740
5259.484863	-154.661682
5264.868164	-152.283096
5270.251465	-150.273087
5275.634766	-152.158768
5281.018066	-151.010941
5286.401367	-150.427628
5291.784668	-150.958130
5297.167969	-150.750656
5302.551270	-152.878342
5307.934570	-154.264633
5313.317871	-153.922470
