Frequency (Hz)	Level (dB)
3875.976563	-107.369217
3881.359863	-107.251717
3886.743164	-107.192558
3892.126465	-106.706139
3897.509766	-107.197662
3902.893066	-107.164001
3908.276367	-107.060974
3913.659668	-107.116280
3919.042969	-107.182777
3924.426270	-107.161339
3929.809570	-107.176537
3935.192871	-107.125977
3940.576172	-107.224030
3945.959473	-107.198303
3951.342773	-107.249962
3956.726074	-107.223602
3962.109375	-107.228081
3967.492676	-107.314438
3972.875977	-107.207680
3978.259277	-107.392509
3983.642578	-107.212769
3989.025879	-107.387451
3994.409180	-107.297134
3999.792480	-107.391701
4005.175781	-107.344666
4010.559082	-107.369499
4015.942383	-107.421257
4021.325684	-107.367332
4026.708984	-107.455132
4032.092285	-107.390091
4037.475586	-107.452660
4042.858887	-107.472740
4048.242188	-107.449730
4053.625488	-107.479683
4059.008789	-107.495949
4064.392090	-107.564049
4069.775391	-107.482536
4075.158691	-107.569183
4080.541992	-107.519600
4085.925293	-107.578613
4091.308594	-107.597633
4096.691895	-107.555931
4102.075195	-107.623581
4107.458496	-107.619232
4112.841797	-107.649986
4118.225098	-107.569603
4123.608398	-107.751274
4128.991699	-107.612595
4134.375000	-107.732430
4139.758301	-107.661995
4145.141602	-107.725471
4150.524902	-107.715279
4155.908203	-107.721069
4161.291504	-107.826172
4166.674805	-107.648170
4172.058105	-107.872162
4177.441406	-107.739082
4182.824707	-107.777634
4188.208008	-107.808037
4193.591309	-107.866425
4198.974609	-107.803299
4204.357910	-107.862320
4209.741211	-107.919212
4215.124512	-107.750320
4220.507813	-107.986771
4225.891113	-107.797462
4231.274414	-108.008194
4236.657715	-107.892609
4242.041016	-107.933807
4247.424316	-107.979523
4252.807617	-107.892525
4258.190918	-108.075928
4263.574219	-107.852394
4268.957520	-108.193253
4274.340820	-107.900139
4279.724121	-108.038788
4285.107422	-108.000237
4290.490723	-108.123199
4295.874023	-108.011574
4301.257324	-108.190544
4306.640625	-107.945496
4312.023926	-108.219398
4317.407227	-108.084969
4322.790527	-107.938087
4328.173828	-108.327385
4333.557129	-108.052902
4338.940430	-108.175919
