Lag (seconds)	Frequency (Hz)	Level
0.000023	44100.000000	5.743424
0.000045	22050.000000	4.251887
0.000068	14700.000000	2.471311
0.000091	11025.000000	1.087348
0.000113	8820.000000	0.175138
0.000136	7350.000000	-0.336045
0.000159	6300.000000	-0.637640
0.000181	5512.500000	-0.784769
0.000204	4900.000000	-0.704997
0.000227	4410.000000	-0.431849
0.000249	4009.090909	-0.057271
0.000272	3675.000000	0.283236
0.000295	3392.307692	0.469297
0.000317	3150.000000	0.503219
0.000340	2940.000000	0.391254
0.000363	2756.250000	0.127380
0.000385	2594.117647	-0.114022
0.000408	2450.000000	-0.333776
0.000431	2321.052632	-0.466476
0.000454	2205.000000	-0.505143
0.000476	2100.000000	-0.381763
0.000499	2004.545455	-0.227700
0.000522	1917.391304	-0.021966
0.000544	1837.500000	0.103769
0.000567	1764.000000	0.213019
0.000590	1696.153846	0.205096
0.000612	1633.333333	0.120887
0.000635	1575.000000	-0.008397
0.000658	1520.689655	-0.117301
0.000680	1470.000000	-0.190080
0.000703	1422.580645	-0.212974
0.000726	1378.125000	-0.132091
0.000748	1336.363636	-0.041527
0.000771	1297.058824	0.075025
0.000794	1260.000000	0.170060
0.000816	1225.000000	0.239169
0.000839	1191.891892	0.210165
0.000862	1160.526316	0.128781
0.000884	1130.769231	0.020588
0.000907	1102.500000	-0.115669
0.000930	1075.609756	-0.195391
0.000952	1050.000000	-0.229677
0.000975	1025.581395	-0.200206
0.000998	1002.272727	-0.138348
0.001020	980.000000	-0.021746
0.001043	958.695652	0.073718
0.001066	938.297872	0.142316
0.001088	918.750000	0.176945
0.001111	900.000000	0.135159
0.001134	882.000000	0.061111
0.001156	864.705882	-0.022560
0.001179	848.076923	-0.107073
0.001202	832.075472	-0.142907
0.001224	816.666667	-0.143125
0.001247	801.818182	-0.091085
0.001270	787.500000	-0.052821
0.001293	773.684211	0.043259
0.001315	760.344828	0.106900
0.001338	747.457627	0.150218
0.001361	735.000000	0.172120
0.001383	722.950820	0.117535
0.001406	711.290323	0.059486
0.001429	700.000000	-0.024983
0.001451	689.062500	-0.009112
0.001474	678.461538	-0.095804
0.001497	668.181818	-0.072719
0.001519	658.208955	-0.025661
0.001542	648.529412	0.021312
0.001565	639.130435	0.057598
0.001587	630.000000	0.077105
0.001610	621.126761	0.068790
0.001633	612.500000	0.069883
0.001655	604.109589	0.022248
0.001678	595.945946	-0.012280
0.001701	588.000000	-0.050622
0.001723	580.263158	-0.069888
0.001746	572.727273	-0.066929
0.001769	565.384615	-0.041274
0.001791	558.227848	0.002620
0.001814	551.250000	0.010770
0.001837	544.444444	0.054680
0.001859	537.804878	0.047901
0.001882	531.325301	0.030220
0.001905	525.000000	-0.009073
0.001927	518.823529	-0.040149
0.001950	512.790698	-0.074011
0.001973	506.896552	-0.076164
0.001995	501.136364	-0.090872
0.002018	495.505618	-0.056869
0.002041	490.000000	-0.024880
0.002063	484.615385	0.008057
0.002086	479.347826	0.020667
0.002109	474.193548	0.037543
0.002132	469.148936	0.032080
0.002154	464.210526	0.009239
0.002177	459.375000	-0.011405
0.002200	454.639175	-0.042321
0.002222	450.000000	-0.048957
0.002245	445.454545	-0.044374
0.002268	441.000000	-0.020788
0.002290	436.633663	0.001201
0.002313	432.352941	0.036634
0.002336	428.155340	0.051461
0.002358	424.038462	0.062826
0.002381	420.000000	0.055845
0.002404	416.037736	0.032016
0.002426	412.149533	0.011212
0.002449	408.333333	-0.006987
0.002472	404.587156	-0.032851
0.002494	400.909091	-0.034154
0.002517	397.297297	-0.034998
0.002540	393.750000	-0.007050
0.002562	390.265487	0.008534
0.002585	386.842105	0.026675
0.002608	383.478261	0.049167
0.002630	380.172414	0.042947
0.002653	376.923077	0.028147
0.002676	373.728814	0.006670
0.002698	370.588235	-0.023755
0.002721	367.500000	-0.040819
0.002744	364.462810	-0.034780
0.002766	361.475410	-0.027913
0.002789	358.536585	-0.010892
0.002812	355.645161	0.008747
0.002834	352.800000	0.031938
0.002857	350.000000	0.044406
0.002880	347.244094	0.053878
0.002902	344.531250	0.012609
0.002925	341.860465	0.009261
0.002948	339.230769	-0.008792
0.002971	336.641221	-0.035394
0.002993	334.090909	-0.031643
0.003016	331.578947	-0.028153
0.003039	329.104478	-0.017436
0.003061	326.666667	-0.016438
0.003084	324.264706	0.000448
0.003107	321.897810	0.004641
0.003129	319.565217	0.013817
0.003152	317.266187	0.014675
0.003175	315.000000	-0.000440
0.003197	312.765957	-0.010402
0.003220	310.563380	-0.034780
0.003243	308.391608	-0.040146
0.003265	306.250000	-0.041455
0.003288	304.137931	-0.028420
0.003311	302.054795	-0.009924
0.003333	300.000000	-0.008170
0.003356	297.972973	0.012746
0.003379	295.973154	0.014971
0.003401	294.000000	0.017298
0.003424	292.052980	0.011279
0.003447	290.131579	0.000034
0.003469	288.235294	-0.006371
0.003492	286.363636	-0.029038
0.003515	284.516129	-0.031113
0.003537	282.692308	-0.024973
0.003560	280.891720	-0.004601
0.003583	279.113924	0.004723
0.003605	277.358491	0.004062
0.003628	275.625000	-0.025684
0.003651	273.913043	0.011719
0.003673	272.222222	0.003442
0.003696	270.552147	-0.012726
0.003719	268.902439	-0.020364
0.003741	267.272727	-0.014012
0.003764	265.662651	-0.016749
0.003787	264.071856	-0.009159
0.003810	262.500000	0.004809
0.003832	260.946746	0.019558
0.003855	259.411765	0.019262
0.003878	257.894737	0.031469
0.003900	256.395349	0.032840
0.003923	254.913295	0.030893
0.003946	253.448276	0.016342
0.003968	252.000000	0.001765
0.003991	250.568182	0.009422
0.004014	249.152542	-0.007016
0.004036	247.752809	-0.009832
0.004059	246.368715	-0.006846
0.004082	245.000000	0.006653
0.004104	243.646409	0.018847
0.004127	242.307692	0.024218
0.004150	240.983607	0.019353
0.004172	239.673913	0.019827
0.004195	238.378378	0.006786
0.004218	237.096774	-0.006275
0.004240	235.828877	-0.017251
0.004263	234.574468	-0.037644
0.004286	233.333333	-0.035130
0.004308	232.105263	-0.019284
0.004331	230.890052	-0.007162
0.004354	229.687500	-0.034974
0.004376	228.497409	0.011948
0.004399	227.319588	0.010834
0.004422	226.153846	0.001751
0.004444	225.000000	-0.004401
0.004467	223.857868	-0.014933
0.004490	222.727273	-0.018366
0.004512	221.608040	-0.018132
0.004535	220.500000	-0.035106
0.004558	219.402985	-0.013602
0.004580	218.316832	-0.010797
0.004603	217.241379	-0.008051
0.004626	216.176471	-0.012226
0.004649	215.121951	0.000923
0.004671	214.077670	0.008646
0.004694	213.043478	0.004110
0.004717	212.019231	0.006882
0.004739	211.004785	0.005214
0.004762	210.000000	-0.006329
0.004785	209.004739	-0.006046
0.004807	208.018868	-0.009444
0.004830	207.042254	-0.002562
0.004853	206.074766	0.004120
0.004875	205.116279	0.005608
0.004898	204.166667	0.016418
0.004921	203.225806	0.021899
0.004943	202.293578	0.020931
0.004966	201.369863	0.015572
0.004989	200.454545	-0.003876
0.005011	199.547511	-0.010455
0.005034	198.648649	-0.018992
0.005057	197.757848	-0.008697
0.005079	196.875000	-0.028473
0.005102	196.000000	0.007703
0.005125	195.132743	0.000307
0.005147	194.273128	0.000424
0.005170	193.421053	-0.000933
0.005193	192.576419	0.007517
0.005215	191.739130	-0.001446
0.005238	190.909091	-0.008282
0.005261	190.086207	-0.023678
0.005283	189.270386	-0.023292
0.005306	188.461538	-0.035499
0.005329	187.659574	-0.025927
0.005351	186.864407	-0.012274
0.005374	186.075949	0.001382
0.005397	185.294118	0.016548
0.005420	184.518828	0.012645
0.005442	183.750000	0.032968
0.005465	182.987552	0.017275
0.005488	182.231405	0.036142
0.005510	181.481481	0.045728
0.005533	180.737705	0.064333
0.005556	180.000000	0.057909
0.005578	179.268293	0.059820
0.005601	178.542510	0.061655
0.005624	177.822581	0.080460
0.005646	177.108434	0.063134
0.005669	176.400000	0.066436
0.005692	175.697211	0.054807
0.005714	175.000000	0.040427
0.005737	174.308300	0.026056
0.005760	173.622047	0.017614
0.005782	172.941176	0.005983
0.005805	172.265625	0.006670
0.005828	171.595331	0.017591
0.005850	170.930233	0.018768
0.005873	170.270270	0.021013
0.005896	169.615385	0.025504
0.005918	168.965517	0.022462
0.005941	168.320611	0.024476
0.005964	167.680608	0.023550
0.005986	167.045455	0.016918
0.006009	166.415094	-0.003441
0.006032	165.789474	-0.003849
0.006054	165.168539	-0.009865
0.006077	164.552239	0.002771
0.006100	163.940520	-0.001326
0.006122	163.333333	0.008347
0.006145	162.730627	0.022727
0.006168	162.132353	0.028104
0.006190	161.538462	0.032223
0.006213	160.948905	0.028617
0.006236	160.363636	0.021897
0.006259	159.782609	0.022865
0.006281	159.205776	0.013022
0.006304	158.633094	0.017870
0.006327	158.064516	0.024561
0.006349	157.500000	0.029394
0.006372	156.939502	0.014193
0.006395	156.382979	0.006668
0.006417	155.830389	0.001829
0.006440	155.281690	-0.002488
0.006463	154.736842	-0.004218
0.006485	154.195804	-0.015665
0.006508	153.658537	-0.009321
0.006531	153.125000	-0.018178
0.006553	152.595156	-0.007558
0.006576	152.068966	-0.008947
0.006599	151.546392	0.003396
0.006621	151.027397	-0.000293
0.006644	150.511945	0.008591
0.006667	150.000000	-0.007583
0.006689	149.491525	-0.004286
0.006712	148.986486	-0.018869
0.006735	148.484848	-0.005551
0.006757	147.986577	-0.017616
0.006780	147.491639	-0.007447
0.006803	147.000000	-0.009618
0.006825	146.511628	-0.005878
0.006848	146.026490	0.003263
0.006871	145.544554	-0.003030
0.006893	145.065789	0.009046
0.006916	144.590164	0.006128
0.006939	144.117647	0.004974
0.006961	143.648208	-0.005208
0.006984	143.181818	-0.007341
0.007007	142.718447	-0.011940
0.007029	142.258065	-0.016771
0.007052	141.800643	-0.012806
0.007075	141.346154	-0.015135
0.007098	140.894569	-0.021614
0.007120	140.445860	-0.017182
0.007143	140.000000	-0.012684
0.007166	139.556962	-0.004211
0.007188	139.116719	-0.001728
0.007211	138.679245	0.003110
0.007234	138.244514	-0.006635
0.007256	137.812500	-0.000383
0.007279	137.383178	-0.016107
0.007302	136.956522	-0.017265
0.007324	136.532508	-0.010135
0.007347	136.111111	-0.009336
0.007370	135.692308	-0.001030
0.007392	135.276074	0.001695
0.007415	134.862385	-0.001180
0.007438	134.451220	0.002410
0.007460	134.042553	-0.007543
0.007483	133.636364	-0.008122
0.007506	133.232628	-0.010472
0.007528	132.831325	-0.006045
0.007551	132.432432	-0.012527
0.007574	132.035928	-0.008463
0.007596	131.641791	-0.006289
0.007619	131.250000	-0.022279
0.007642	130.860534	-0.018715
0.007664	130.473373	-0.007853
0.007687	130.088496	-0.001473
0.007710	129.705882	-0.012724
0.007732	129.325513	-0.006472
0.007755	128.947368	-0.007098
0.007778	128.571429	-0.007239
0.007800	128.197674	-0.011033
0.007823	127.826087	-0.014466
0.007846	127.456647	-0.014822
0.007868	127.089337	-0.010323
0.007891	126.724138	-0.001777
0.007914	126.361032	0.010665
0.007937	126.000000	0.004061
0.007959	125.641026	0.000425
0.007982	125.284091	-0.014100
0.008005	124.929178	-0.004810
0.008027	124.576271	-0.013934
0.008050	124.225352	-0.008105
0.008073	123.876404	-0.012950
0.008095	123.529412	-0.007985
0.008118	123.184358	-0.003408
0.008141	122.841226	0.001431
0.008163	122.500000	0.002881
0.008186	122.160665	-0.002540
0.008209	121.823204	-0.002662
0.008231	121.487603	-0.009651
0.008254	121.153846	0.003368
0.008277	120.821918	-0.004836
0.008299	120.491803	-0.002496
0.008322	120.163488	-0.005828
0.008345	119.836957	-0.017013
0.008367	119.512195	-0.016392
0.008390	119.189189	-0.007602
0.008413	118.867925	0.002740
0.008435	118.548387	0.000596
0.008458	118.230563	0.001119
0.008481	117.914439	0.002094
0.008503	117.600000	-0.005553
0.008526	117.287234	-0.002788
0.008549	116.976127	-0.011383
0.008571	116.666667	0.001691
0.008594	116.358839	0.001066
0.008617	116.052632	0.003107
0.008639	115.748031	-0.008528
0.008662	115.445026	-0.018500
0.008685	115.143603	-0.014916
0.008707	114.843750	0.012842
0.008730	114.545455	-0.009395
0.008753	114.248705	-0.003873
0.008776	113.953488	-0.009582
0.008798	113.659794	-0.011967
0.008821	113.367609	-0.002720
0.008844	113.076923	-0.004759
0.008866	112.787724	-0.007335
0.008889	112.500000	0.008842
0.008912	112.213740	-0.003956
0.008934	111.928934	0.003335
0.008957	111.645570	-0.013035
0.008980	111.363636	-0.010148
0.009002	111.083123	-0.012028
0.009025	110.804020	0.000645
0.009048	110.526316	-0.000794
0.009070	110.250000	-0.009987
0.009093	109.975062	-0.003152
0.009116	109.701493	0.002192
0.009138	109.429280	-0.008455
0.009161	109.158416	-0.000580
0.009184	108.888889	-0.000666
0.009206	108.620690	0.001886
0.009229	108.353808	0.003370
0.009252	108.088235	-0.010968
0.009274	107.823961	-0.008730
0.009297	107.560976	-0.010900
0.009320	107.299270	-0.005902
0.009342	107.038835	-0.006403
0.009365	106.779661	0.006901
0.009388	106.521739	0.004009
0.009410	106.265060	0.003798
0.009433	106.009615	-0.007067
0.009456	105.755396	0.005868
0.009478	105.502392	-0.007543
0.009501	105.250597	0.005635
0.009524	105.000000	0.002740
0.009546	104.750594	0.004141
0.009569	104.502370	-0.008952
0.009592	104.255319	-0.009093
0.009615	104.009434	-0.001427
0.009637	103.764706	-0.006518
0.009660	103.521127	-0.001252
0.009683	103.278689	-0.003334
0.009705	103.037383	0.001406
0.009728	102.797203	-0.000416
0.009751	102.558140	-0.003416
0.009773	102.320186	-0.001441
0.009796	102.083333	0.003959
0.009819	101.847575	-0.007837
0.009841	101.612903	-0.012367
0.009864	101.379310	-0.011530
0.009887	101.146789	-0.002568
0.009909	100.915332	0.003525
0.009932	100.684932	0.011664
0.009955	100.455581	0.000391
0.009977	100.227273	-0.007939
0.010000	100.000000	-0.017832
0.010023	99.773756	-0.013009
0.010045	99.548533	-0.023597
0.010068	99.324324	-0.015788
0.010091	99.101124	-0.010126
0.010113	98.878924	-0.009522
0.010136	98.657718	-0.009378
0.010159	98.437500	0.001306
0.010181	98.218263	-0.004606
0.010204	98.000000	-0.012819
0.010227	97.782705	0.000198
0.010249	97.566372	-0.007120
0.010272	97.350993	-0.009882
0.010295	97.136564	-0.003235
0.010317	96.923077	-0.006703
0.010340	96.710526	-0.004176
0.010363	96.498906	0.000141
0.010385	96.288210	-0.005282
0.010408	96.078431	0.001376
0.010431	95.869565	-0.007471
0.010454	95.661605	-0.000988
0.010476	95.454545	-0.008495
0.010499	95.248380	-0.006691
0.010522	95.043103	-0.008082
0.010544	94.838710	0.008687
0.010567	94.635193	-0.004821
0.010590	94.432548	-0.007165
0.010612	94.230769	-0.011392
0.010635	94.029851	-0.005189
0.010658	93.829787	-0.004814
0.010680	93.630573	0.001682
0.010703	93.432203	-0.011568
0.010726	93.234672	-0.006465
0.010748	93.037975	-0.011929
0.010771	92.842105	-0.012264
0.010794	92.647059	-0.020553
0.010816	92.452830	-0.013754
0.010839	92.259414	-0.009530
0.010862	92.066806	-0.013138
0.010884	91.875000	0.011479
0.010907	91.683992	0.009677
0.010930	91.493776	0.021538
0.010952	91.304348	0.018927
0.010975	91.115702	0.031408
0.010998	90.927835	0.017279
0.011020	90.740741	0.021158
0.011043	90.554415	0.013097
0.011066	90.368852	0.001978
0.011088	90.184049	-0.013943
0.011111	90.000000	-0.003721
0.011134	89.816701	-0.001533
0.011156	89.634146	0.017353
0.011179	89.452333	0.023689
0.011202	89.271255	0.029805
0.011224	89.090909	0.024942
0.011247	88.911290	0.064396
0.011270	88.732394	0.019711
0.011293	88.554217	0.017436
0.011315	88.376754	0.017179
0.011338	88.200000	0.024785
0.011361	88.023952	0.013521
0.011383	87.848606	0.014487
0.011406	87.673956	0.005754
0.011429	87.500000	0.006550
0.011451	87.326733	0.009413
0.011474	87.154150	0.008488
0.011497	86.982249	0.010980
0.011519	86.811024	0.007642
0.011542	86.640472	0.011043
0.011565	86.470588	0.006693
0.011587	86.301370	0.015894
0.011610	86.132813	-0.011927
0.011633	85.964912	0.002515
0.011655	85.797665	0.000890
0.011678	85.631068	-0.014435
0.011701	85.465116	-0.000228
0.011723	85.299807	0.000257
0.011746	85.135135	0.005360
0.011769	84.971098	-0.002475
0.011791	84.807692	-0.001079
0.011814	84.644914	-0.000678
0.011837	84.482759	-0.007260
0.011859	84.321224	-0.003742
0.011882	84.160305	0.003363
0.011905	84.000000	0.004229
0.011927	83.840304	0.007286
0.011950	83.681214	0.006454
0.011973	83.522727	-0.003454
0.011995	83.364839	-0.007981
0.012018	83.207547	-0.007116
0.012041	83.050847	0.001741
0.012063	82.894737	-0.004024
0.012086	82.739212	-0.004005
0.012109	82.584270	-0.001803
0.012132	82.429907	0.002410
0.012154	82.276119	0.003310
0.012177	82.122905	0.002910
0.012200	81.970260	0.000137
0.012222	81.818182	-0.008499
0.012245	81.666667	-0.006649
0.012268	81.515712	-0.004171
0.012290	81.365314	-0.001104
0.012313	81.215470	-0.005526
0.012336	81.066176	-0.000821
0.012358	80.917431	0.002004
0.012381	80.769231	-0.003322
0.012404	80.621572	-0.008853
0.012426	80.474453	0.007698
0.012449	80.327869	0.000201
0.012472	80.181818	0.013587
0.012494	80.036298	0.004279
0.012517	79.891304	-0.001304
0.012540	79.746835	-0.007040
0.012562	79.602888	0.000013
0.012585	79.459459	0.004681
0.012608	79.316547	-0.005790
0.012630	79.174147	0.001116
0.012653	79.032258	-0.003619
0.012676	78.890877	-0.003609
0.012698	78.750000	-0.000414
0.012721	78.609626	-0.007289
0.012744	78.469751	-0.014117
0.012766	78.330373	-0.007070
0.012789	78.191489	-0.003618
0.012812	78.053097	-0.011619
0.012834	77.915194	-0.022862
0.012857	77.777778	-0.015088
0.012880	77.640845	-0.016143
0.012902	77.504394	-0.015864
0.012925	77.368421	-0.019593
0.012948	77.232925	-0.009813
0.012971	77.097902	-0.005504
0.012993	76.963351	0.001708
0.013016	76.829268	0.007760
0.013039	76.695652	0.004026
0.013061	76.562500	-0.020562
0.013084	76.429809	-0.007430
0.013107	76.297578	-0.016881
0.013129	76.165803	-0.005905
0.013152	76.034483	-0.011539
0.013175	75.903614	-0.001653
0.013197	75.773196	0.001113
0.013220	75.643225	0.002162
0.013243	75.513699	-0.004837
0.013265	75.384615	-0.005045
0.013288	75.255973	0.001704
0.013311	75.127768	-0.002069
0.013333	75.000000	-0.009173
0.013356	74.872666	-0.004158
0.013379	74.745763	0.000996
0.013401	74.619289	-0.000231
0.013424	74.493243	-0.007042
0.013447	74.367622	-0.005751
0.013469	74.242424	-0.013166
0.013492	74.117647	-0.001391
0.013515	73.993289	0.003005
0.013537	73.869347	0.005846
0.013560	73.745819	-0.003668
0.013583	73.622705	-0.009996
0.013605	73.500000	-0.012709
0.013628	73.377704	-0.002090
0.013651	73.255814	-0.004494
0.013673	73.134328	-0.005111
0.013696	73.013245	-0.007323
0.013719	72.892562	-0.013220
0.013741	72.772277	-0.011864
0.013764	72.652389	-0.012832
0.013787	72.532895	-0.014397
0.013810	72.413793	-0.011889
0.013832	72.295082	-0.008927
0.013855	72.176759	-0.003727
0.013878	72.058824	-0.007912
0.013900	71.941272	-0.014028
0.013923	71.824104	-0.014529
0.013946	71.707317	-0.015728
0.013968	71.590909	-0.014232
0.013991	71.474878	0.002692
0.014014	71.359223	0.000220
0.014036	71.243942	-0.006209
0.014059	71.129032	-0.019489
0.014082	71.014493	-0.012881
0.014104	70.900322	-0.011449
0.014127	70.786517	-0.015792
0.014150	70.673077	-0.008299
0.014172	70.560000	-0.010645
0.014195	70.447284	-0.011861
0.014218	70.334928	-0.010664
0.014240	70.222930	-0.011417
0.014263	70.111288	-0.002978
0.014286	70.000000	-0.007786
0.014308	69.889065	-0.002960
0.014331	69.778481	-0.010780
0.014354	69.668246	0.000954
0.014376	69.558360	0.002875
0.014399	69.448819	-0.002817
0.014422	69.339623	0.000939
0.014444	69.230769	0.005239
0.014467	69.122257	0.001490
0.014490	69.014085	0.006618
0.014512	68.906250	-0.013852
0.014535	68.798752	-0.003274
0.014558	68.691589	0.001625
0.014580	68.584759	-0.006240
0.014603	68.478261	-0.003533
0.014626	68.372093	0.000281
0.014649	68.266254	-0.006442
0.014671	68.160742	-0.011654
0.014694	68.055556	-0.003939
0.014717	67.950693	-0.004229
0.014739	67.846154	0.007249
0.014762	67.741935	0.000254
0.014785	67.638037	-0.008080
0.014807	67.534456	-0.006043
0.014830	67.431193	0.001092
0.014853	67.328244	-0.009089
0.014875	67.225610	-0.000691
0.014898	67.123288	0.001637
0.014921	67.021277	0.005429
0.014943	66.919575	0.004431
0.014966	66.818182	0.008407
0.014989	66.717095	-0.003782
0.015011	66.616314	-0.017819
0.015034	66.515837	-0.014490
0.015057	66.415663	-0.008013
0.015079	66.315789	0.008626
0.015102	66.216216	0.005176
0.015125	66.116942	0.006214
0.015147	66.017964	-0.000508
0.015170	65.919283	-0.010430
0.015193	65.820896	-0.015406
0.015215	65.722802	-0.005061
0.015238	65.625000	-0.011254
0.015261	65.527489	-0.003365
0.015283	65.430267	-0.004557
0.015306	65.333333	0.004418
0.015329	65.236686	-0.009075
0.015351	65.140325	-0.007032
0.015374	65.044248	-0.007743
0.015397	64.948454	-0.018282
0.015420	64.852941	-0.014072
0.015442	64.757709	-0.007152
0.015465	64.662757	0.002914
0.015488	64.568082	0.006551
0.015510	64.473684	0.010841
0.015533	64.379562	-0.005775
0.015556	64.285714	-0.004318
0.015578	64.192140	-0.008975
0.015601	64.098837	-0.010020
0.015624	64.005806	-0.007683
0.015646	63.913043	-0.011975
0.015669	63.820550	-0.006843
0.015692	63.728324	-0.004003
0.015714	63.636364	0.000953
0.015737	63.544669	0.000768
0.015760	63.453237	-0.005421
0.015782	63.362069	-0.009371
0.015805	63.271162	-0.005773
0.015828	63.180516	-0.002584
0.015850	63.090129	0.003756
0.015873	63.000000	-0.009540
0.015896	62.910128	-0.001972
0.015918	62.820513	0.002214
0.015941	62.731152	-0.009844
0.015964	62.642045	-0.021458
0.015986	62.553191	-0.012186
0.016009	62.464589	-0.010149
0.016032	62.376238	-0.000244
0.016054	62.288136	-0.000066
0.016077	62.200282	-0.006077
0.016100	62.112676	-0.004762
0.016122	62.025316	-0.022675
0.016145	61.938202	-0.014385
0.016168	61.851332	-0.003171
0.016190	61.764706	0.007607
0.016213	61.678322	0.001351
0.016236	61.592179	-0.004582
0.016259	61.506276	-0.002583
0.016281	61.420613	-0.007957
0.016304	61.335188	-0.000871
0.016327	61.250000	0.015154
0.016349	61.165049	0.006277
0.016372	61.080332	0.006215
0.016395	60.995851	-0.006215
0.016417	60.911602	-0.004353
0.016440	60.827586	0.002574
0.016463	60.743802	0.009193
0.016485	60.660248	0.011341
0.016508	60.576923	0.009098
0.016531	60.493827	0.013945
0.016553	60.410959	0.003659
0.016576	60.328317	-0.006082
0.016599	60.245902	0.001192
0.016621	60.163711	-0.010267
0.016644	60.081744	-0.004389
0.016667	60.000000	0.007815
0.016689	59.918478	0.011422
0.016712	59.837178	-0.001206
0.016735	59.756098	-0.001750
0.016757	59.675237	-0.000301
0.016780	59.594595	0.002125
0.016803	59.514170	0.006640
0.016825	59.433962	0.010924
0.016848	59.353970	0.017312
0.016871	59.274194	0.026874
0.016893	59.194631	0.014109
0.016916	59.115282	0.015992
0.016939	59.036145	0.013421
0.016961	58.957219	0.007791
0.016984	58.878505	0.009152
0.017007	58.800000	0.004054
0.017029	58.721704	-0.003822
0.017052	58.643617	-0.009557
0.017075	58.565737	-0.012997
0.017098	58.488064	-0.016154
0.017120	58.410596	-0.010247
0.017143	58.333333	0.006764
0.017166	58.256275	0.005013
0.017188	58.179420	0.009090
0.017211	58.102767	0.005046
0.017234	58.026316	0.008093
0.017256	57.950066	-0.006548
0.017279	57.874016	0.001407
0.017302	57.798165	-0.003085
0.017324	57.722513	-0.004768
0.017347	57.647059	-0.001567
0.017370	57.571802	-0.006281
0.017392	57.496741	0.006703
0.017415	57.421875	-0.003873
0.017438	57.347204	0.002255
0.017460	57.272727	-0.001127
0.017483	57.198444	0.000319
0.017506	57.124352	-0.008981
0.017528	57.050453	0.007897
0.017551	56.976744	0.002088
0.017574	56.903226	0.000179
0.017596	56.829897	-0.000711
0.017619	56.756757	0.004485
0.017642	56.683805	-0.004928
0.017664	56.611040	-0.002031
0.017687	56.538462	0.000594
0.017710	56.466069	0.000777
0.017732	56.393862	-0.003574
0.017755	56.321839	-0.001420
0.017778	56.250000	-0.010467
0.017800	56.178344	-0.001676
0.017823	56.106870	-0.001380
0.017846	56.035578	-0.005698
0.017868	55.964467	-0.001139
0.017891	55.893536	-0.002067
0.017914	55.822785	-0.008923
0.017937	55.752212	0.001729
0.017959	55.681818	-0.004642
0.017982	55.611602	0.003948
0.018005	55.541562	0.008970
0.018027	55.471698	0.007733
0.018050	55.402010	0.005152
0.018073	55.332497	-0.010660
0.018095	55.263158	-0.007670
0.018118	55.193992	-0.001401
0.018141	55.125000	0.005271
0.018163	55.056180	0.007311
0.018186	54.987531	0.003390
0.018209	54.919054	-0.005685
0.018231	54.850746	-0.004610
0.018254	54.782609	-0.003962
0.018277	54.714640	0.002854
0.018299	54.646840	0.002075
0.018322	54.579208	0.005051
0.018345	54.511743	-0.003163
0.018367	54.444444	-0.008788
0.018390	54.377312	-0.004749
0.018413	54.310345	-0.000837
0.018435	54.243542	0.000598
0.018458	54.176904	-0.010467
0.018481	54.110429	-0.004950
0.018503	54.044118	-0.000243
0.018526	53.977968	0.002131
0.018549	53.911980	0.004209
0.018571	53.846154	0.005393
0.018594	53.780488	0.002763
0.018617	53.714982	-0.004159
0.018639	53.649635	-0.007039
0.018662	53.584447	-0.005326
0.018685	53.519417	-0.008805
0.018707	53.454545	-0.014019
0.018730	53.389831	-0.015580
0.018753	53.325272	-0.007144
0.018776	53.260870	0.001360
0.018798	53.196622	0.011893
0.018821	53.132530	0.003758
0.018844	53.068592	0.001145
0.018866	53.004808	-0.003531
0.018889	52.941176	-0.001195
0.018912	52.877698	0.003290
0.018934	52.814371	0.010704
0.018957	52.751196	0.005916
0.018980	52.688172	0.008853
0.019002	52.625298	-0.005925
0.019025	52.562574	-0.003255
0.019048	52.500000	-0.007434
0.019070	52.437574	-0.002811
0.019093	52.375297	-0.003636
0.019116	52.313167	-0.005070
0.019138	52.251185	-0.000706
0.019161	52.189349	-0.000905
0.019184	52.127660	0.010982
0.019206	52.066116	0.004694
0.019229	52.004717	-0.014600
0.019252	51.943463	-0.014172
0.019274	51.882353	-0.012888
0.019297	51.821387	-0.007373
0.019320	51.760563	0.000340
0.019342	51.699883	0.001853
0.019365	51.639344	-0.001120
0.019388	51.578947	-0.007301
0.019410	51.518692	-0.006183
0.019433	51.458576	-0.003618
0.019456	51.398601	0.004809
0.019478	51.338766	0.004606
0.019501	51.279070	-0.000638
0.019524	51.219512	-0.006795
0.019546	51.160093	-0.003128
0.019569	51.100811	-0.008157
0.019592	51.041667	0.002519
0.019615	50.982659	-0.006666
0.019637	50.923788	0.002608
0.019660	50.865052	-0.013144
0.019683	50.806452	-0.006632
0.019705	50.747986	-0.005662
0.019728	50.689655	-0.003394
0.019751	50.631458	-0.001259
0.019773	50.573394	-0.002363
0.019796	50.515464	-0.000221
0.019819	50.457666	0.005417
0.019841	50.400000	0.001233
0.019864	50.342466	-0.001246
0.019887	50.285063	-0.008413
0.019909	50.227790	-0.001954
0.019932	50.170648	-0.007579
0.019955	50.113636	-0.001451
0.019977	50.056754	-0.007129
0.020000	50.000000	0.000061
0.020023	49.943375	-0.007863
0.020045	49.886878	-0.012482
0.020068	49.830508	0.001888
0.020091	49.774266	0.007421
0.020113	49.718151	-0.001366
0.020136	49.662162	-0.006621
0.020159	49.606299	-0.004534
0.020181	49.550562	-0.008718
0.020204	49.494949	0.003489
0.020227	49.439462	-0.004996
0.020249	49.384099	-0.002092
