Lag (seconds)	Frequency (Hz)	Level
0.085488	11.697613	-0.000096
0.085510	11.694511	0.008382
0.085533	11.691410	-0.003842
0.085556	11.688312	-0.001189
0.085578	11.685215	-0.004070
0.085601	11.682119	-0.001432
0.085624	11.679025	0.001011
0.085646	11.675933	-0.003354
0.085669	11.672843	-0.004192
0.085692	11.669754	-0.004811
0.085714	11.666667	0.000127
0.085737	11.663581	0.000797
0.085760	11.660497	-0.004281
0.085782	11.657415	-0.006000
0.085805	11.654334	-0.000863
0.085828	11.651255	0.002102
0.085850	11.648177	-0.000439
0.085873	11.645102	0.002319
0.085896	11.642027	0.002016
0.085918	11.638955	0.004786
0.085941	11.635884	0.001932
0.085964	11.632815	-0.001202
0.085986	11.629747	-0.004581
0.086009	11.626681	-0.002393
0.086032	11.623616	-0.005749
0.086054	11.620553	-0.001532
0.086077	11.617492	0.000952
0.086100	11.614432	0.001474
0.086122	11.611374	0.006119
0.086145	11.608318	-0.000874
0.086168	11.605263	0.001703
0.086190	11.602210	-0.005877
0.086213	11.599158	-0.003482
0.086236	11.596108	0.002294
0.086259	11.593060	-0.002829
0.086281	11.590013	0.003299
0.086304	11.586968	-0.001323
0.086327	11.583924	0.003242
0.086349	11.580882	-0.002573
0.086372	11.577842	0.004506
0.086395	11.574803	-0.004997
0.086417	11.571766	0.001208
0.086440	11.568730	0.001160
0.086463	11.565696	0.003086
0.086485	11.562664	0.002251
0.086508	11.559633	0.001527
0.086531	11.556604	-0.000114
0.086553	11.553576	0.007801
0.086576	11.550550	0.001579
0.086599	11.547526	-0.001464
0.086621	11.544503	0.003335
0.086644	11.541481	0.003309
0.086667	11.538462	-0.002972
0.086689	11.535443	-0.002965
0.086712	11.532427	0.005643
0.086735	11.529412	0.002996
0.086757	11.526398	-0.000191
0.086780	11.523386	-0.003441
0.086803	11.520376	-0.000796
0.086825	11.517367	-0.006693
0.086848	11.514360	-0.000771
0.086871	11.511355	-0.004684
0.086893	11.508351	-0.004190
0.086916	11.505348	-0.004248
0.086939	11.502347	-0.000678
0.086961	11.499348	-0.004488
0.086984	11.496350	-0.003288
0.087007	11.493354	-0.003784
0.087029	11.490360	0.001286
0.087052	11.487367	0.000924
0.087075	11.484375	-0.000549
0.087098	11.481385	0.003300
0.087120	11.478397	-0.004401
0.087143	11.475410	-0.002320
0.087166	11.472425	0.003120
0.087188	11.469441	0.002151
0.087211	11.466459	-0.000003
0.087234	11.463478	-0.005710
0.087256	11.460499	-0.004691
0.087279	11.457521	-0.002558
0.087302	11.454545	0.000283
0.087324	11.451571	-0.000972
0.087347	11.448598	0.003690
0.087370	11.445627	-0.000453
0.087392	11.442657	0.002885
0.087415	11.439689	-0.003413
0.087438	11.436722	0.004568
0.087460	11.433757	-0.006579
0.087483	11.430793	-0.006281
0.087506	11.427831	-0.002517
0.087528	11.424870	-0.005266
0.087551	11.421911	-0.002465
0.087574	11.418954	0.010171
0.087596	11.415998	-0.004577
0.087619	11.413043	0.000390
0.087642	11.410091	-0.002264
0.087664	11.407139	0.001388
0.087687	11.404189	0.000137
0.087710	11.401241	0.000065
0.087732	11.398294	0.003074
0.087755	11.395349	0.000984
0.087778	11.392405	0.000954
0.087800	11.389463	0.003350
0.087823	11.386522	0.001682
0.087846	11.383583	0.001320
0.087868	11.380645	-0.002286
0.087891	11.377709	0.005655
0.087914	11.374774	-0.001429
0.087937	11.371841	0.000478
0.087959	11.368910	0.006419
0.087982	11.365979	-0.000946
0.088005	11.363051	-0.002952
0.088027	11.360124	-0.010440
0.088050	11.357198	-0.005310
0.088073	11.354274	-0.002021
0.088095	11.351351	-0.002073
0.088118	11.348430	0.001702
0.088141	11.345511	-0.000759
0.088163	11.342593	0.003576
0.088186	11.339676	0.002233
0.088209	11.336761	0.000093
0.088231	11.333847	0.000501
0.088254	11.330935	-0.001781
0.088277	11.328025	0.001310
0.088299	11.325116	-0.002343
0.088322	11.322208	-0.004453
0.088345	11.319302	-0.000581
0.088367	11.316397	-0.000896
0.088390	11.313494	-0.000677
0.088413	11.310592	-0.005253
0.088435	11.307692	0.009845
0.088458	11.304794	-0.005774
0.088481	11.301896	-0.007835
0.088503	11.299001	-0.004294
0.088526	11.296107	-0.003039
0.088549	11.293214	0.000117
0.088571	11.290323	-0.000093
0.088594	11.287433	0.000192
0.088617	11.284545	0.001266
0.088639	11.281658	0.003411
0.088662	11.278772	-0.003251
0.088685	11.275889	-0.007190
0.088707	11.273006	-0.002566
0.088730	11.270125	-0.003049
0.088753	11.267246	-0.002111
0.088776	11.264368	-0.001731
0.088798	11.261491	0.003218
0.088821	11.258616	-0.003150
0.088844	11.255743	-0.002161
0.088866	11.252871	0.004135
0.088889	11.250000	0.001616
0.088912	11.247131	-0.008783
0.088934	11.244263	0.001114
0.088957	11.241397	0.003392
0.088980	11.238532	-0.002079
0.089002	11.235669	0.004806
0.089025	11.232807	0.000282
0.089048	11.229947	-0.001094
0.089070	11.227088	-0.007335
0.089093	11.224230	-0.000928
0.089116	11.221374	0.000200
0.089138	11.218519	-0.001076
0.089161	11.215666	-0.003952
0.089184	11.212815	-0.008618
0.089206	11.209964	-0.006448
0.089229	11.207116	-0.000978
0.089252	11.204268	0.001685
0.089274	11.201422	0.004700
0.089297	11.198578	0.003683
0.089320	11.195735	0.001931
0.089342	11.192893	0.001672
0.089365	11.190053	0.005739
0.089388	11.187215	-0.001327
0.089410	11.184377	-0.000277
0.089433	11.181542	0.001406
0.089456	11.178707	-0.002723
0.089478	11.175874	0.003377
0.089501	11.173043	-0.001167
0.089524	11.170213	0.002045
0.089546	11.167384	-0.002073
0.089569	11.164557	0.003873
0.089592	11.161731	0.000624
0.089615	11.158907	0.000401
0.089637	11.156084	0.000760
0.089660	11.153263	0.002950
0.089683	11.150442	-0.001745
0.089705	11.147624	-0.000936
0.089728	11.144807	0.000375
0.089751	11.141991	-0.001097
0.089773	11.139177	-0.000233
0.089796	11.136364	0.002151
0.089819	11.133552	-0.001416
0.089841	11.130742	-0.006600
0.089864	11.127933	-0.010448
0.089887	11.125126	-0.002620
0.089909	11.122320	-0.000114
0.089932	11.119516	-0.005510
0.089955	11.116713	-0.003242
0.089977	11.113911	0.004672
0.090000	11.111111	-0.001359
0.090023	11.108312	-0.003348
0.090045	11.105515	0.002155
0.090068	11.102719	0.001202
0.090091	11.099924	0.001453
0.090113	11.097131	-0.006056
0.090136	11.094340	0.000757
0.090159	11.091549	-0.009026
0.090181	11.088760	0.001902
0.090204	11.085973	-0.001041
0.090227	11.083187	0.001904
0.090249	11.080402	-0.003293
0.090272	11.077619	0.002151
0.090295	11.074837	0.008872
0.090317	11.072056	0.004496
0.090340	11.069277	-0.003567
0.090363	11.066499	0.000494
0.090385	11.063723	-0.001234
0.090408	11.060948	0.009450
0.090431	11.058175	0.002074
0.090454	11.055402	0.006934
0.090476	11.052632	-0.002574
0.090499	11.049862	0.003411
0.090522	11.047094	0.004809
0.090544	11.044328	0.006849
0.090567	11.041562	-0.000016
0.090590	11.038798	0.004455
0.090612	11.036036	-0.000295
0.090635	11.033275	-0.006875
0.090658	11.030515	-0.004004
0.090680	11.027757	-0.001871
0.090703	11.025000	0.000040
0.090726	11.022244	-0.001539
0.090748	11.019490	0.001642
0.090771	11.016737	-0.004863
0.090794	11.013986	0.007452
0.090816	11.011236	-0.002905
0.090839	11.008487	-0.005531
0.090862	11.005740	0.003825
0.090884	11.002994	-0.003577
0.090907	11.000249	-0.003343
0.090930	10.997506	0.001935
0.090952	10.994764	-0.004509
0.090975	10.992024	0.003892
0.090998	10.989285	0.000564
0.091020	10.986547	0.004407
0.091043	10.983811	0.002441
0.091066	10.981076	0.003342
0.091088	10.978342	-0.001116
0.091111	10.975610	-0.003478
0.091134	10.972879	-0.002452
0.091156	10.970149	0.002284
0.091179	10.967421	0.006261
0.091202	10.964694	-0.006842
0.091224	10.961969	-0.001464
0.091247	10.959245	-0.000001
0.091270	10.956522	0.005781
0.091293	10.953800	0.000908
0.091315	10.951080	-0.004262
0.091338	10.948361	0.001578
0.091361	10.945644	-0.004684
0.091383	10.942928	0.001528
0.091406	10.940213	-0.004920
0.091429	10.937500	-0.000047
0.091451	10.934788	0.005477
0.091474	10.932077	0.001020
0.091497	10.929368	0.001391
0.091519	10.926660	0.001297
0.091542	10.923953	0.003685
0.091565	10.921248	0.003997
0.091587	10.918544	-0.003985
0.091610	10.915842	0.002329
0.091633	10.913140	0.003723
0.091655	10.910440	-0.001076
0.091678	10.907742	0.003044
0.091701	10.905045	-0.001633
0.091723	10.902349	0.004837
0.091746	10.899654	-0.004531
0.091769	10.896961	0.006686
0.091791	10.894269	0.002976
0.091814	10.891578	0.005244
0.091837	10.888889	-0.007319
0.091859	10.886201	0.000571
0.091882	10.883514	-0.004673
0.091905	10.880829	0.001765
0.091927	10.878145	-0.002971
0.091950	10.875462	0.003953
0.091973	10.872781	0.005320
0.091995	10.870101	0.005016
0.092018	10.867422	0.003831
0.092041	10.864745	0.001767
0.092063	10.862069	0.004065
0.092086	10.859394	-0.000289
0.092109	10.856721	-0.005554
0.092132	10.854049	0.001581
0.092154	10.851378	0.003144
0.092177	10.848708	0.005060
0.092200	10.846040	0.006103
0.092222	10.843373	-0.002320
0.092245	10.840708	0.000984
0.092268	10.838044	0.006036
0.092290	10.835381	0.001359
0.092313	10.832719	0.001987
0.092336	10.830059	0.003437
0.092358	10.827400	0.006126
0.092381	10.824742	0.002276
0.092404	10.822086	-0.001779
0.092426	10.819431	0.002224
0.092449	10.816777	0.004491
0.092472	10.814125	0.002062
0.092494	10.811473	0.001609
0.092517	10.808824	-0.000948
0.092540	10.806175	-0.002138
0.092562	10.803528	0.001992
0.092585	10.800882	-0.000283
0.092608	10.798237	0.001990
0.092630	10.795594	-0.000527
0.092653	10.792952	-0.001049
0.092676	10.790311	0.003343
0.092698	10.787671	0.002564
0.092721	10.785033	0.003605
0.092744	10.782396	0.008465
0.092766	10.779760	-0.002650
0.092789	10.777126	0.004731
0.092812	10.774493	0.000523
0.092834	10.771861	0.001082
0.092857	10.769231	-0.001866
