Frequency (Hz)	Level (dB)
2896.215820	-62.993462
2898.907471	-63.190041
2901.599121	-54.635948
2904.290771	-52.392498
2906.982422	-50.327339
2909.674072	-47.183380
2912.365723	-45.899509
2915.057373	-46.913273
2917.749023	-49.212948
2920.440674	-51.006042
2923.132324	-51.030109
2925.823975	-49.509579
2928.515625	-47.881878
2931.207275	-47.725983
2933.898926	-50.262653
2936.590576	-58.016136
2939.282227	-60.107933
2941.973877	-52.595589
2944.665527	-50.252132
2947.357178	-50.389397
2950.048828	-52.313065
2952.740479	-55.396324
2955.432129	-56.819302
2958.123779	-53.983055
2960.815430	-50.068928
2963.507080	-47.143822
2966.198730	-45.799122
2968.890381	-46.150372
2971.582031	-47.780445
2974.273682	-50.034977
2976.965332	-53.391525
2979.656982	-58.655346
2982.348633	-58.911041
2985.040283	-55.309994
2987.731934	-54.896591
2990.423584	-56.086746
2993.115234	-55.182846
2995.806885	-54.584610
2998.498535	-57.335751
3001.190186	-60.807613
3003.881836	-56.888348
3006.573486	-54.058155
3009.265137	-52.559246
3011.956787	-52.457760
3014.648438	-54.523262
3017.340088	-58.284969
3020.031738	-60.519516
3022.723389	-58.155094
3025.415039	-54.220955
3028.106689	-51.593513
3030.798340	-50.593529
3033.489990	-50.978096
3036.181641	-52.745972
3038.873291	-55.560051
3041.564941	-56.302319
3044.256592	-52.423401
3046.948242	-48.166058
3049.639893	-45.813648
3052.331543	-46.002480
3055.023193	-48.883446
3057.714844	-51.650230
3060.406494	-49.988720
3063.098145	-49.127205
3065.789795	-50.865658
3068.481445	-55.503166
3071.173096	-63.912205
3073.864746	-65.832008
3076.556396	-67.960777
3079.248047	-65.646980
3081.939697	-57.098267
3084.631348	-53.310932
3087.322998	-53.951492
3090.014648	-59.994053
3092.706299	-77.712471
3095.397949	-64.615273
3098.089600	-63.745262
3100.781250	-63.455101
3103.472900	-61.943790
3106.164551	-61.721069
3108.856201	-60.613140
3111.547852	-57.886490
3114.239502	-55.062576
3116.931152	-51.845432
3119.622803	-49.240242
3122.314453	-48.399563
3125.006104	-49.259964
3127.697754	-52.183392
3130.389404	-56.697998
3133.081055	-57.616283
3135.772705	-58.170170
3138.464355	-64.705276
3141.156006	-67.123741
3143.847656	-58.110790
3146.539307	-57.366196
3149.230957	-62.482811
3151.922607	-65.622772
3154.614258	-55.283478
3157.305908	-52.079342
3159.997559	-50.915329
3162.689209	-50.297028
3165.380859	-50.416344
3168.072510	-51.590237
3170.764160	-53.318169
3173.455811	-56.187954
3176.147461	-60.430710
3178.839111	-58.087368
3181.530762	-54.106735
3184.222412	-52.128307
3186.914063	-51.153263
3189.605713	-50.957264
3192.297363	-51.306641
3194.989014	-52.935253
3197.680664	-57.812313
3200.372314	-68.611588
3203.063965	-61.352894
3205.755615	-58.506111
