23.437500	-57.957714
46.875000	-49.039154
70.312500	-35.212658
93.750000	-26.803741
117.187500	-25.189564
140.625000	-31.074694
164.062500	-37.655231
187.500000	-31.809748
210.937500	-29.077703
234.375000	-29.894506
257.812500	-34.248188
281.250000	-34.395847
304.687500	-34.357582
328.125000	-34.648071
351.562500	-33.283180
375.000000	-35.191872
398.437500	-34.066841
421.875000	-33.419071
445.312500	-34.678596
468.750000	-37.082977
492.187500	-43.382656
515.625000	-46.120743
539.062500	-36.340927
562.500000	-28.375408
585.937500	-26.475819
609.375000	-32.068558
632.812500	-38.974884
656.250000	-31.326799
679.687500	-25.674967
703.125000	-25.525019
726.562500	-31.334108
750.000000	-33.010689
773.437500	-28.536524
796.875000	-25.468901
820.312500	-27.742876
843.750000	-35.169209
867.187500	-37.044277
890.625000	-34.149273
914.062500	-30.259604
937.500000	-30.379038
960.937500	-30.972313
984.375000	-30.156738
1007.812500	-29.880911
1031.250000	-29.731771
1054.687500	-30.995693
1078.125000	-33.799091
1101.562500	-34.486626
1125.000000	-34.201099
1148.437500	-33.346088
1171.875000	-34.134033
1195.312500	-37.809288
1218.750000	-46.190765
1242.187500	-50.970200
1265.625000	-48.272423
1289.062500	-46.684612
1312.500000	-49.397018
1335.937500	-54.737045
1359.375000	-51.678288
1382.812500	-47.484879
1406.250000	-46.261894
1429.687500	-49.473007
1453.125000	-56.932655
1476.562500	-55.267475
1500.000000	-53.149563
1523.437500	-55.011292
1546.875000	-58.853333
1570.312500	-60.008514
1593.750000	-57.544254
1617.187500	-55.709740
1640.625000	-55.273331
1664.062500	-58.925232
1687.500000	-64.517036
1710.937500	-65.578766
1734.375000	-62.577065
1757.812500	-58.576145
1781.250000	-59.596245
1804.687500	-62.607555
1828.125000	-58.753170
1851.562500	-58.367947
1875.000000	-61.529694
1898.437500	-66.452942
1921.875000	-65.051399
1945.312500	-60.603298
1968.750000	-58.031040
1992.187500	-56.920937
2015.625000	-57.295742
2039.062500	-59.612263
2062.500000	-59.969460
2085.937500	-58.165588
2109.375000	-56.884586
2132.812500	-57.318748
2156.250000	-59.671295
2179.687500	-59.367645
2203.125000	-59.164082
2226.562500	-58.057667
2250.000000	-59.024693
2273.437500	-66.261391
2296.875000	-74.381302
2320.312500	-70.710289
2343.750000	-64.235435
2367.187500	-62.130363
2390.625000	-60.052189
2414.062500	-54.775852
2437.500000	-50.614681
2460.937500	-46.742733
2484.375000	-46.866302
2507.812500	-48.743515
2531.250000	-46.930252
2554.687500	-46.061203
2578.125000	-44.038746
2601.562500	-45.584057
2625.000000	-46.491974
2648.437500	-46.030663
2671.875000	-45.303448
2695.312500	-45.277382
2718.750000	-46.006397
2742.187500	-45.573242
2765.625000	-47.633606
2789.062500	-49.244556
2812.500000	-45.732132
2835.937500	-43.781361
2859.375000	-46.193989
2882.812500	-50.423920
2906.250000	-53.166584
2929.687500	-55.761269
2953.125000	-56.942238
2976.562500	-55.565609
3000.000000	-52.482193
3023.437500	-52.630810
3046.875000	-51.791485
3070.312500	-50.009914
3093.750000	-50.519859
3117.187500	-50.030125
3140.625000	-51.884029
3164.062500	-50.647129
3187.500000	-50.180103
3210.937500	-53.767502
3234.375000	-53.476719
3257.812500	-56.316467
3281.250000	-58.160332
3304.687500	-59.666588
3328.125000	-63.743378
3351.562500	-64.996292
3375.000000	-69.390083
3398.437500	-70.829994
3421.875000	-70.659241
3445.312500	-76.428215
3468.750000	-84.051353
3492.187500	-80.786316
3515.625000	-75.268044
3539.062500	-74.962570
3562.500000	-78.048553
3585.937500	-79.333992
3609.375000	-77.079796
3632.812500	-76.050110
3656.250000	-80.143425
3679.687500	-81.978371
3703.125000	-79.690155
3726.562500	-80.884422
3750.000000	-79.656967
3773.437500	-81.162895
3796.875000	-83.577263
3820.312500	-83.190025
3843.750000	-85.965630
3867.187500	-88.364937
3890.625000	-87.238411
3914.062500	-87.567589
3937.500000	-91.542480
3960.937500	-96.022552
3984.375000	-97.680344
4007.812500	-98.065628
4031.250000	-98.404686
4054.687500	-103.910164
4078.125000	-102.416206
4101.562500	-95.112373
4125.000000	-93.732391
4148.437500	-99.318604
4171.875000	-108.159698
4195.312500	-113.377106
4218.750000	-119.029861
4242.187500	-119.163475
4265.625000	-116.099167
4289.062500	-109.698868
4312.500000	-100.155579
4335.937500	-95.599777
4359.375000	-92.666595
4382.812500	-93.738739
4406.250000	-98.435287
4429.687500	-97.519341
4453.125000	-98.286064
4476.562500	-97.271523
4500.000000	-96.345932
4523.437500	-99.400291
4546.875000	-102.693291
4570.312500	-102.972527
4593.750000	-103.392380
4617.187500	-108.075317
4640.625000	-116.896965
