Frequency (Hz)	Level (dB)
19487.548828	-172.019455
19509.082031	-173.134125
19530.615234	-172.243912
19552.148438	-175.098099
19573.681641	-171.953140
19595.214844	-175.127945
19616.748047	-170.818558
19638.281250	-170.216309
19659.814453	-174.722794
19681.347656	-176.732513
19702.880859	-174.961014
19724.414063	-175.238358
19745.947266	-176.840042
19767.480469	-178.760300
19789.013672	-176.287003
19810.546875	-178.358704
19832.080078	-177.110931
19853.613281	-177.454636
19875.146484	-172.736374
19896.679688	-173.474426
19918.212891	-171.573196
19939.746094	-172.622757
19961.279297	-174.206680
19982.812500	-175.052643
20004.345703	-172.166855
20025.878906	-168.526932
20047.412109	-168.986847
20068.945313	-170.037628
20090.478516	-176.026047
20112.011719	-177.328400
20133.544922	-178.805344
20155.078125	-176.301086
20176.611328	-178.604218
20198.144531	-177.508026
20219.677734	-178.318771
20241.210938	-178.776932
20262.744141	-177.782639
20284.277344	-177.182846
20305.810547	-176.958664
20327.343750	-178.359741
20348.876953	-177.047638
20370.410156	-176.517105
20391.943359	-176.253235
20413.476563	-177.018188
20435.009766	-176.858017
20456.542969	-176.643661
20478.076172	-178.386536
20499.609375	-177.668564
20521.142578	-174.870789
20542.675781	-176.566956
20564.208984	-174.188187
20585.742188	-172.737381
20607.275391	-171.870697
20628.808594	-175.213287
20650.341797	-174.032745
20671.875000	-174.690002
20693.408203	-167.842606
20714.941406	-171.153076
20736.474609	-173.049240
20758.007813	-172.565765
20779.541016	-176.406036
20801.074219	-177.745682
20822.607422	-174.917099
20844.140625	-172.345993
20865.673828	-175.217484
20887.207031	-176.794388
20908.740234	-176.677765
20930.273438	-176.037628
20951.806641	-176.087265
20973.339844	-177.407104
20994.873047	-174.158157
21016.406250	-173.980728
21037.939453	-173.832214
21059.472656	-176.362610
21081.005859	-173.849777
21102.539063	-176.592697
21124.072266	-173.864014
21145.605469	-173.579132
21167.138672	-171.642670
21188.671875	-175.383453
21210.205078	-171.413956
21231.738281	-167.459290
21253.271484	-169.760971
21274.804688	-161.577774
21296.337891	-156.285080
21317.871094	-161.063660
21339.404297	-162.007019
21360.937500	-168.333786
21382.470703	-169.678421
21404.003906	-172.434906
21425.537109	-167.907120
21447.070313	-162.958359
21468.603516	-167.619461
21490.136719	-168.729248
21511.669922	-172.477951
21533.203125	-179.352234
21554.736328	-178.143326
21576.269531	-177.775284
21597.802734	-175.818527
21619.335938	-175.378235
21640.869141	-176.691681
21662.402344	-177.976624
21683.935547	-176.798111
21705.468750	-177.910126
21727.001953	-176.664322
21748.535156	-176.458450
21770.068359	-176.887512
21791.601563	-176.782669
21813.134766	-177.253693
21834.667969	-177.739761
21856.201172	-177.429764
21877.734375	-176.257248
21899.267578	-174.956223
21920.800781	-176.065506
21942.333984	-178.927353
21963.867188	-174.309952
21985.400391	-175.067169
22006.933594	-174.213638
22028.466797	-177.955200
